Tt           theta        dtheta/dt    Uw0^2/mg^2   Kw0^2/mg^2  
0.00000000   3.14000000   -0.00000000  1.99999937   -0.00000063 
0.00500000   3.13997681   -0.00027276  1.99999935   -0.00000062 
0.01000000   3.13990657   -0.00055347  1.99999929   -0.00000056 
0.01500000   3.13978724   -0.00085029  1.99999919   -0.00000045 
0.02000000   3.13961533   -0.00117186  1.99999902   -0.00000029 
0.02500000   3.13938584   -0.00152757  1.99999878   -0.00000005 
0.03000000   3.13909210   -0.00192775  1.99999844   0.00000029  
0.03500000   3.13872554   -0.00238407  1.99999794   0.00000079  
0.04000000   3.13827550   -0.00290980  1.99999725   0.00000148  
0.04500000   3.13772886   -0.00352027  1.99999627   0.00000246  
0.05000000   3.13706972   -0.00423324  1.99999489   0.00000385  
0.05500000   3.13627887   -0.00506948  1.99999294   0.00000579  
0.06000000   3.13533330   -0.00605334  1.99999021   0.00000853  
0.06500000   3.13420546   -0.00721345  1.99998636   0.00001237  
0.07000000   3.13286251   -0.00858361  1.99998095   0.00001779  
0.07500000   3.13126536   -0.01020370  1.99997334   0.00002539  
0.08000000   3.12936749   -0.01212090  1.99996264   0.00003610  
0.08500000   3.12711366   -0.01439101  1.99994759   0.00005114  
0.09000000   3.12443822   -0.01708013  1.99992643   0.00007230  
0.09500000   3.12126330   -0.02026652  1.99989668   0.00010205  
0.10000000   3.11749645   -0.02404293  1.99985484   0.00014389  
0.10500000   3.11302802   -0.02851923  1.99979602   0.00020271  
0.11000000   3.10772793   -0.03382563  1.99971330   0.00028543  
0.11500000   3.10144194   -0.04011641  1.99959699   0.00040174  
0.12000000   3.09398713   -0.04757438  1.99943346   0.00056528  
0.12500000   3.08514664   -0.05641605  1.99920351   0.00079522  
0.13000000   3.07466340   -0.06689781  1.99888022   0.00111851  
0.13500000   3.06223275   -0.07932310  1.99842571   0.00157302  
0.14000000   3.04749371   -0.09405075  1.99778676   0.00221198  
0.14500000   3.03001875   -0.11150466  1.99688862   0.00311011  
0.15000000   3.00930178   -0.13218483  1.99562638   0.00437236  
0.15500000   2.98474413   -0.15667969  1.99385279   0.00614594  
0.16000000   2.95563836   -0.18567966  1.99136148   0.00863726  
0.16500000   2.92114965   -0.21999116  1.98786352   0.01213522  
0.17000000   2.88029490   -0.26055017  1.98295514   0.01704360  
0.17500000   2.83191962   -0.30843303  1.97607351   0.02392522  
0.18000000   2.77467356   -0.36486082  1.96643689   0.03356184  
0.18500000   2.70698647   -0.43119091  1.95296489   0.04703384  
0.19000000   2.62704715   -0.50888553  1.93417501   0.06582372  
